Requêtes, Résultats
Requête 757,NO RESULT
Requête 758,http://db.uwaterloo.ca/~galuc/wsdbm/User855,http://db.uwaterloo.ca/~galuc/wsdbm/User2533,http://db.uwaterloo.ca/~galuc/wsdbm/User7487,http://db.uwaterloo.ca/~galuc/wsdbm/User7982,
Requête 759,http://db.uwaterloo.ca/~galuc/wsdbm/User2708,http://db.uwaterloo.ca/~galuc/wsdbm/User4616,http://db.uwaterloo.ca/~galuc/wsdbm/User6517,http://db.uwaterloo.ca/~galuc/wsdbm/User11030,http://db.uwaterloo.ca/~galuc/wsdbm/User11542,
Requête 760,http://db.uwaterloo.ca/~galuc/wsdbm/User14978,http://db.uwaterloo.ca/~galuc/wsdbm/User7731,
Requête 761,http://db.uwaterloo.ca/~galuc/wsdbm/User1097,http://db.uwaterloo.ca/~galuc/wsdbm/User4164,http://db.uwaterloo.ca/~galuc/wsdbm/User5534,http://db.uwaterloo.ca/~galuc/wsdbm/User14640,
Requête 762,http://db.uwaterloo.ca/~galuc/wsdbm/User5878,
Requête 763,http://db.uwaterloo.ca/~galuc/wsdbm/User9542,
Requête 764,http://db.uwaterloo.ca/~galuc/wsdbm/User14225,http://db.uwaterloo.ca/~galuc/wsdbm/User8122,http://db.uwaterloo.ca/~galuc/wsdbm/User10053,http://db.uwaterloo.ca/~galuc/wsdbm/User10684,http://db.uwaterloo.ca/~galuc/wsdbm/User12630,http://db.uwaterloo.ca/~galuc/wsdbm/User18883,
Requête 765,http://db.uwaterloo.ca/~galuc/wsdbm/User8883,http://db.uwaterloo.ca/~galuc/wsdbm/User13004,http://db.uwaterloo.ca/~galuc/wsdbm/User14706,http://db.uwaterloo.ca/~galuc/wsdbm/User18400,
Requête 766,http://db.uwaterloo.ca/~galuc/wsdbm/User6055,http://db.uwaterloo.ca/~galuc/wsdbm/User17975,
Requête 767,http://db.uwaterloo.ca/~galuc/wsdbm/User4439,
Requête 768,http://db.uwaterloo.ca/~galuc/wsdbm/User650,http://db.uwaterloo.ca/~galuc/wsdbm/User2210,http://db.uwaterloo.ca/~galuc/wsdbm/User2712,http://db.uwaterloo.ca/~galuc/wsdbm/User2818,http://db.uwaterloo.ca/~galuc/wsdbm/User4643,http://db.uwaterloo.ca/~galuc/wsdbm/User6362,http://db.uwaterloo.ca/~galuc/wsdbm/User11180,http://db.uwaterloo.ca/~galuc/wsdbm/User11397,http://db.uwaterloo.ca/~galuc/wsdbm/User14706,http://db.uwaterloo.ca/~galuc/wsdbm/User17029,http://db.uwaterloo.ca/~galuc/wsdbm/User19089,http://db.uwaterloo.ca/~galuc/wsdbm/User7891,http://db.uwaterloo.ca/~galuc/wsdbm/User8220,http://db.uwaterloo.ca/~galuc/wsdbm/User10587,http://db.uwaterloo.ca/~galuc/wsdbm/User14781,
Requête 769,http://db.uwaterloo.ca/~galuc/wsdbm/User15569,
Requête 770,http://db.uwaterloo.ca/~galuc/wsdbm/User4328,http://db.uwaterloo.ca/~galuc/wsdbm/User597,http://db.uwaterloo.ca/~galuc/wsdbm/User720,http://db.uwaterloo.ca/~galuc/wsdbm/User5908,
Requête 771,http://db.uwaterloo.ca/~galuc/wsdbm/User4620,
Requête 772,http://db.uwaterloo.ca/~galuc/wsdbm/User12630,http://db.uwaterloo.ca/~galuc/wsdbm/User14376,http://db.uwaterloo.ca/~galuc/wsdbm/User19221,
Requête 773,http://db.uwaterloo.ca/~galuc/wsdbm/User11843,http://db.uwaterloo.ca/~galuc/wsdbm/User19819,http://db.uwaterloo.ca/~galuc/wsdbm/User3308,http://db.uwaterloo.ca/~galuc/wsdbm/User4385,http://db.uwaterloo.ca/~galuc/wsdbm/User11142,http://db.uwaterloo.ca/~galuc/wsdbm/User13077,http://db.uwaterloo.ca/~galuc/wsdbm/User13439,
Requête 774,http://db.uwaterloo.ca/~galuc/wsdbm/User14734,
Requête 775,http://db.uwaterloo.ca/~galuc/wsdbm/User4467,http://db.uwaterloo.ca/~galuc/wsdbm/User4658,http://db.uwaterloo.ca/~galuc/wsdbm/User6691,http://db.uwaterloo.ca/~galuc/wsdbm/User13907,http://db.uwaterloo.ca/~galuc/wsdbm/User17792,http://db.uwaterloo.ca/~galuc/wsdbm/User19696,
Requête 776,http://db.uwaterloo.ca/~galuc/wsdbm/User3244,http://db.uwaterloo.ca/~galuc/wsdbm/User6205,http://db.uwaterloo.ca/~galuc/wsdbm/User9703,http://db.uwaterloo.ca/~galuc/wsdbm/User10058,http://db.uwaterloo.ca/~galuc/wsdbm/User10187,http://db.uwaterloo.ca/~galuc/wsdbm/User10684,http://db.uwaterloo.ca/~galuc/wsdbm/User11083,http://db.uwaterloo.ca/~galuc/wsdbm/User14894,
Requête 777,http://db.uwaterloo.ca/~galuc/wsdbm/User8672,http://db.uwaterloo.ca/~galuc/wsdbm/User11542,
Requête 778,http://db.uwaterloo.ca/~galuc/wsdbm/User6805,http://db.uwaterloo.ca/~galuc/wsdbm/User8397,
Requête 779,http://db.uwaterloo.ca/~galuc/wsdbm/User12603,http://db.uwaterloo.ca/~galuc/wsdbm/User16845,http://db.uwaterloo.ca/~galuc/wsdbm/User11282,http://db.uwaterloo.ca/~galuc/wsdbm/User13426,
Requête 780,http://db.uwaterloo.ca/~galuc/wsdbm/User8667,http://db.uwaterloo.ca/~galuc/wsdbm/User12771,
Requête 781,http://db.uwaterloo.ca/~galuc/wsdbm/User2945,http://db.uwaterloo.ca/~galuc/wsdbm/User4069,http://db.uwaterloo.ca/~galuc/wsdbm/User8622,http://db.uwaterloo.ca/~galuc/wsdbm/User7958,
Requête 782,http://db.uwaterloo.ca/~galuc/wsdbm/User10994,http://db.uwaterloo.ca/~galuc/wsdbm/User7100,
Requête 783,http://db.uwaterloo.ca/~galuc/wsdbm/User11535,http://db.uwaterloo.ca/~galuc/wsdbm/User1809,http://db.uwaterloo.ca/~galuc/wsdbm/User2533,http://db.uwaterloo.ca/~galuc/wsdbm/User9409,http://db.uwaterloo.ca/~galuc/wsdbm/User10442,http://db.uwaterloo.ca/~galuc/wsdbm/User18343,http://db.uwaterloo.ca/~galuc/wsdbm/User19689,
Requête 784,http://db.uwaterloo.ca/~galuc/wsdbm/User3890,http://db.uwaterloo.ca/~galuc/wsdbm/User10774,http://db.uwaterloo.ca/~galuc/wsdbm/User12450,
Requête 785,http://db.uwaterloo.ca/~galuc/wsdbm/User6805,http://db.uwaterloo.ca/~galuc/wsdbm/User10927,http://db.uwaterloo.ca/~galuc/wsdbm/User18149,
Requête 786,http://db.uwaterloo.ca/~galuc/wsdbm/User2668,http://db.uwaterloo.ca/~galuc/wsdbm/User11114,http://db.uwaterloo.ca/~galuc/wsdbm/User13364,http://db.uwaterloo.ca/~galuc/wsdbm/User18463,
Requête 787,http://db.uwaterloo.ca/~galuc/wsdbm/User13187,http://db.uwaterloo.ca/~galuc/wsdbm/User1255,http://db.uwaterloo.ca/~galuc/wsdbm/User1518,http://db.uwaterloo.ca/~galuc/wsdbm/User17716,
Requête 788,http://db.uwaterloo.ca/~galuc/wsdbm/User2928,http://db.uwaterloo.ca/~galuc/wsdbm/User16611,
Requête 789,http://db.uwaterloo.ca/~galuc/wsdbm/User9241,
Requête 790,http://db.uwaterloo.ca/~galuc/wsdbm/User10053,http://db.uwaterloo.ca/~galuc/wsdbm/User17388,http://db.uwaterloo.ca/~galuc/wsdbm/User18402,
Requête 791,http://db.uwaterloo.ca/~galuc/wsdbm/User4811,http://db.uwaterloo.ca/~galuc/wsdbm/User8220,http://db.uwaterloo.ca/~galuc/wsdbm/User10426,http://db.uwaterloo.ca/~galuc/wsdbm/User10863,http://db.uwaterloo.ca/~galuc/wsdbm/User11264,
Requête 792,http://db.uwaterloo.ca/~galuc/wsdbm/User15050,
Requête 793,http://db.uwaterloo.ca/~galuc/wsdbm/User2501,http://db.uwaterloo.ca/~galuc/wsdbm/User11015,
Requête 794,http://db.uwaterloo.ca/~galuc/wsdbm/User826,http://db.uwaterloo.ca/~galuc/wsdbm/User5596,http://db.uwaterloo.ca/~galuc/wsdbm/User17294,
Requête 795,http://db.uwaterloo.ca/~galuc/wsdbm/User6133,http://db.uwaterloo.ca/~galuc/wsdbm/User5762,http://db.uwaterloo.ca/~galuc/wsdbm/User6384,
Requête 796,http://db.uwaterloo.ca/~galuc/wsdbm/User3192,http://db.uwaterloo.ca/~galuc/wsdbm/User4356,http://db.uwaterloo.ca/~galuc/wsdbm/User6457,http://db.uwaterloo.ca/~galuc/wsdbm/User18163,
Requête 797,http://db.uwaterloo.ca/~galuc/wsdbm/User17557,http://db.uwaterloo.ca/~galuc/wsdbm/User1787,http://db.uwaterloo.ca/~galuc/wsdbm/User2971,http://db.uwaterloo.ca/~galuc/wsdbm/User3947,
Requête 798,http://db.uwaterloo.ca/~galuc/wsdbm/User9891,http://db.uwaterloo.ca/~galuc/wsdbm/User3890,http://db.uwaterloo.ca/~galuc/wsdbm/User6996,http://db.uwaterloo.ca/~galuc/wsdbm/User12407,http://db.uwaterloo.ca/~galuc/wsdbm/User14265,
Requête 799,http://db.uwaterloo.ca/~galuc/wsdbm/User295,http://db.uwaterloo.ca/~galuc/wsdbm/User18496,
Requête 800,http://db.uwaterloo.ca/~galuc/wsdbm/User4413,http://db.uwaterloo.ca/~galuc/wsdbm/User7954,http://db.uwaterloo.ca/~galuc/wsdbm/User8958,http://db.uwaterloo.ca/~galuc/wsdbm/User11380,
Requête 801,http://db.uwaterloo.ca/~galuc/wsdbm/User9241,http://db.uwaterloo.ca/~galuc/wsdbm/User19030,http://db.uwaterloo.ca/~galuc/wsdbm/User19221,
Requête 802,http://db.uwaterloo.ca/~galuc/wsdbm/User5325,http://db.uwaterloo.ca/~galuc/wsdbm/User7618,http://db.uwaterloo.ca/~galuc/wsdbm/User12824,http://db.uwaterloo.ca/~galuc/wsdbm/User13883,http://db.uwaterloo.ca/~galuc/wsdbm/User13955,http://db.uwaterloo.ca/~galuc/wsdbm/User17790,http://db.uwaterloo.ca/~galuc/wsdbm/User18149,
Requête 803,http://db.uwaterloo.ca/~galuc/wsdbm/User5779,http://db.uwaterloo.ca/~galuc/wsdbm/User4099,http://db.uwaterloo.ca/~galuc/wsdbm/User18550,http://db.uwaterloo.ca/~galuc/wsdbm/User18578,
Requête 804,http://db.uwaterloo.ca/~galuc/wsdbm/User9540,http://db.uwaterloo.ca/~galuc/wsdbm/User4541,http://db.uwaterloo.ca/~galuc/wsdbm/User9108,
Requête 805,http://db.uwaterloo.ca/~galuc/wsdbm/User855,http://db.uwaterloo.ca/~galuc/wsdbm/User7565,http://db.uwaterloo.ca/~galuc/wsdbm/User12265,
Requête 806,NO RESULT
Requête 807,http://db.uwaterloo.ca/~galuc/wsdbm/User3425,http://db.uwaterloo.ca/~galuc/wsdbm/User4079,http://db.uwaterloo.ca/~galuc/wsdbm/User15337,
Requête 808,http://db.uwaterloo.ca/~galuc/wsdbm/User6580,http://db.uwaterloo.ca/~galuc/wsdbm/User17894,http://db.uwaterloo.ca/~galuc/wsdbm/User6264,http://db.uwaterloo.ca/~galuc/wsdbm/User7978,
Requête 809,http://db.uwaterloo.ca/~galuc/wsdbm/User225,
Requête 810,http://db.uwaterloo.ca/~galuc/wsdbm/User1053,http://db.uwaterloo.ca/~galuc/wsdbm/User2243,http://db.uwaterloo.ca/~galuc/wsdbm/User4398,
Requête 811,http://db.uwaterloo.ca/~galuc/wsdbm/User430,http://db.uwaterloo.ca/~galuc/wsdbm/User12317,
Requête 812,http://db.uwaterloo.ca/~galuc/wsdbm/User7731,
Requête 813,http://db.uwaterloo.ca/~galuc/wsdbm/User11601,
Requête 814,http://db.uwaterloo.ca/~galuc/wsdbm/User659,
Requête 815,http://db.uwaterloo.ca/~galuc/wsdbm/User10333,http://db.uwaterloo.ca/~galuc/wsdbm/User17498,
Requête 816,http://db.uwaterloo.ca/~galuc/wsdbm/User7949,http://db.uwaterloo.ca/~galuc/wsdbm/User16453,http://db.uwaterloo.ca/~galuc/wsdbm/User2481,http://db.uwaterloo.ca/~galuc/wsdbm/User3861,http://db.uwaterloo.ca/~galuc/wsdbm/User10835,http://db.uwaterloo.ca/~galuc/wsdbm/User12701,http://db.uwaterloo.ca/~galuc/wsdbm/User17999,http://db.uwaterloo.ca/~galuc/wsdbm/User18695,
Requête 817,http://db.uwaterloo.ca/~galuc/wsdbm/User9377,http://db.uwaterloo.ca/~galuc/wsdbm/User10388,http://db.uwaterloo.ca/~galuc/wsdbm/User12360,http://db.uwaterloo.ca/~galuc/wsdbm/User14757,
Requête 818,http://db.uwaterloo.ca/~galuc/wsdbm/User10333,http://db.uwaterloo.ca/~galuc/wsdbm/User18484,
Requête 819,http://db.uwaterloo.ca/~galuc/wsdbm/User9266,http://db.uwaterloo.ca/~galuc/wsdbm/User3233,http://db.uwaterloo.ca/~galuc/wsdbm/User8061,http://db.uwaterloo.ca/~galuc/wsdbm/User10629,http://db.uwaterloo.ca/~galuc/wsdbm/User17345,
Requête 820,http://db.uwaterloo.ca/~galuc/wsdbm/User6256,http://db.uwaterloo.ca/~galuc/wsdbm/User16182,
Requête 821,http://db.uwaterloo.ca/~galuc/wsdbm/User18550,
Requête 822,http://db.uwaterloo.ca/~galuc/wsdbm/User8958,http://db.uwaterloo.ca/~galuc/wsdbm/User11421,http://db.uwaterloo.ca/~galuc/wsdbm/User13077,http://db.uwaterloo.ca/~galuc/wsdbm/User16916,
Requête 823,http://db.uwaterloo.ca/~galuc/wsdbm/User4606,http://db.uwaterloo.ca/~galuc/wsdbm/User9799,http://db.uwaterloo.ca/~galuc/wsdbm/User10554,
Requête 824,http://db.uwaterloo.ca/~galuc/wsdbm/User6465,http://db.uwaterloo.ca/~galuc/wsdbm/User13110,http://db.uwaterloo.ca/~galuc/wsdbm/User4408,
Requête 825,http://db.uwaterloo.ca/~galuc/wsdbm/User15461,http://db.uwaterloo.ca/~galuc/wsdbm/User18667,
Requête 826,http://db.uwaterloo.ca/~galuc/wsdbm/User16935,http://db.uwaterloo.ca/~galuc/wsdbm/User4439,
Requête 827,http://db.uwaterloo.ca/~galuc/wsdbm/User6514,http://db.uwaterloo.ca/~galuc/wsdbm/User6600,http://db.uwaterloo.ca/~galuc/wsdbm/User10388,http://db.uwaterloo.ca/~galuc/wsdbm/User11908,http://db.uwaterloo.ca/~galuc/wsdbm/User15118,http://db.uwaterloo.ca/~galuc/wsdbm/User17118,
Requête 828,http://db.uwaterloo.ca/~galuc/wsdbm/User726,http://db.uwaterloo.ca/~galuc/wsdbm/User3158,http://db.uwaterloo.ca/~galuc/wsdbm/User8252,http://db.uwaterloo.ca/~galuc/wsdbm/User11643,http://db.uwaterloo.ca/~galuc/wsdbm/User15870,http://db.uwaterloo.ca/~galuc/wsdbm/User17153,http://db.uwaterloo.ca/~galuc/wsdbm/User18263,http://db.uwaterloo.ca/~galuc/wsdbm/User19202,http://db.uwaterloo.ca/~galuc/wsdbm/User1097,
Requête 829,http://db.uwaterloo.ca/~galuc/wsdbm/User6756,http://db.uwaterloo.ca/~galuc/wsdbm/User1097,http://db.uwaterloo.ca/~galuc/wsdbm/User7220,http://db.uwaterloo.ca/~galuc/wsdbm/User7954,
Requête 830,http://db.uwaterloo.ca/~galuc/wsdbm/User10255,http://db.uwaterloo.ca/~galuc/wsdbm/User6130,http://db.uwaterloo.ca/~galuc/wsdbm/User17716,
Requête 831,http://db.uwaterloo.ca/~galuc/wsdbm/User5836,http://db.uwaterloo.ca/~galuc/wsdbm/User15023,http://db.uwaterloo.ca/~galuc/wsdbm/User17345,
Requête 832,http://db.uwaterloo.ca/~galuc/wsdbm/User1828,http://db.uwaterloo.ca/~galuc/wsdbm/User3499,http://db.uwaterloo.ca/~galuc/wsdbm/User13266,
Requête 833,http://db.uwaterloo.ca/~galuc/wsdbm/User4385,http://db.uwaterloo.ca/~galuc/wsdbm/User7763,http://db.uwaterloo.ca/~galuc/wsdbm/User9968,http://db.uwaterloo.ca/~galuc/wsdbm/User11986,http://db.uwaterloo.ca/~galuc/wsdbm/User17118,http://db.uwaterloo.ca/~galuc/wsdbm/User19573,
Requête 834,http://db.uwaterloo.ca/~galuc/wsdbm/User12404,http://db.uwaterloo.ca/~galuc/wsdbm/User3090,
Requête 835,http://db.uwaterloo.ca/~galuc/wsdbm/User15734,http://db.uwaterloo.ca/~galuc/wsdbm/User13100,
Requête 836,NO RESULT
Requête 837,http://db.uwaterloo.ca/~galuc/wsdbm/User3070,http://db.uwaterloo.ca/~galuc/wsdbm/User6968,http://db.uwaterloo.ca/~galuc/wsdbm/User7978,http://db.uwaterloo.ca/~galuc/wsdbm/User19911,
Requête 838,http://db.uwaterloo.ca/~galuc/wsdbm/User3334,
Requête 839,http://db.uwaterloo.ca/~galuc/wsdbm/User8047,http://db.uwaterloo.ca/~galuc/wsdbm/User12902,
Requête 840,http://db.uwaterloo.ca/~galuc/wsdbm/User2178,http://db.uwaterloo.ca/~galuc/wsdbm/User556,
Requête 841,http://db.uwaterloo.ca/~galuc/wsdbm/User12614,http://db.uwaterloo.ca/~galuc/wsdbm/User13153,
Requête 842,http://db.uwaterloo.ca/~galuc/wsdbm/User8702,http://db.uwaterloo.ca/~galuc/wsdbm/User9256,http://db.uwaterloo.ca/~galuc/wsdbm/User13313,http://db.uwaterloo.ca/~galuc/wsdbm/User17057,
Requête 843,http://db.uwaterloo.ca/~galuc/wsdbm/User2046,http://db.uwaterloo.ca/~galuc/wsdbm/User19248,
Requête 844,http://db.uwaterloo.ca/~galuc/wsdbm/User4420,
Requête 845,http://db.uwaterloo.ca/~galuc/wsdbm/User15205,http://db.uwaterloo.ca/~galuc/wsdbm/User2419,http://db.uwaterloo.ca/~galuc/wsdbm/User17792,
Requête 846,http://db.uwaterloo.ca/~galuc/wsdbm/User1901,http://db.uwaterloo.ca/~galuc/wsdbm/User5894,http://db.uwaterloo.ca/~galuc/wsdbm/User7286,http://db.uwaterloo.ca/~galuc/wsdbm/User12825,http://db.uwaterloo.ca/~galuc/wsdbm/User14836,http://db.uwaterloo.ca/~galuc/wsdbm/User15480,http://db.uwaterloo.ca/~galuc/wsdbm/User10693,http://db.uwaterloo.ca/~galuc/wsdbm/User14964,http://db.uwaterloo.ca/~galuc/wsdbm/User16788,http://db.uwaterloo.ca/~galuc/wsdbm/User16916,
Requête 847,http://db.uwaterloo.ca/~galuc/wsdbm/User3145,http://db.uwaterloo.ca/~galuc/wsdbm/User6291,
Requête 848,http://db.uwaterloo.ca/~galuc/wsdbm/User4616,http://db.uwaterloo.ca/~galuc/wsdbm/User7032,http://db.uwaterloo.ca/~galuc/wsdbm/User10292,http://db.uwaterloo.ca/~galuc/wsdbm/User10347,
Requête 849,http://db.uwaterloo.ca/~galuc/wsdbm/User14141,http://db.uwaterloo.ca/~galuc/wsdbm/User12630,http://db.uwaterloo.ca/~galuc/wsdbm/User16506,
Requête 850,http://db.uwaterloo.ca/~galuc/wsdbm/User4933,http://db.uwaterloo.ca/~galuc/wsdbm/User10554,http://db.uwaterloo.ca/~galuc/wsdbm/User11726,
Requête 851,http://db.uwaterloo.ca/~galuc/wsdbm/User12265,http://db.uwaterloo.ca/~galuc/wsdbm/User14181,http://db.uwaterloo.ca/~galuc/wsdbm/User16441,
Requête 852,http://db.uwaterloo.ca/~galuc/wsdbm/User905,http://db.uwaterloo.ca/~galuc/wsdbm/User1392,http://db.uwaterloo.ca/~galuc/wsdbm/User3523,http://db.uwaterloo.ca/~galuc/wsdbm/User3822,http://db.uwaterloo.ca/~galuc/wsdbm/User4541,http://db.uwaterloo.ca/~galuc/wsdbm/User4853,http://db.uwaterloo.ca/~galuc/wsdbm/User6777,http://db.uwaterloo.ca/~galuc/wsdbm/User7676,http://db.uwaterloo.ca/~galuc/wsdbm/User9484,http://db.uwaterloo.ca/~galuc/wsdbm/User9595,http://db.uwaterloo.ca/~galuc/wsdbm/User9883,http://db.uwaterloo.ca/~galuc/wsdbm/User15355,http://db.uwaterloo.ca/~galuc/wsdbm/User15848,http://db.uwaterloo.ca/~galuc/wsdbm/User16482,http://db.uwaterloo.ca/~galuc/wsdbm/User17560,http://db.uwaterloo.ca/~galuc/wsdbm/User19951,http://db.uwaterloo.ca/~galuc/wsdbm/User7714,http://db.uwaterloo.ca/~galuc/wsdbm/User8317,http://db.uwaterloo.ca/~galuc/wsdbm/User8895,http://db.uwaterloo.ca/~galuc/wsdbm/User10953,http://db.uwaterloo.ca/~galuc/wsdbm/User14832,
Requête 853,http://db.uwaterloo.ca/~galuc/wsdbm/User8760,http://db.uwaterloo.ca/~galuc/wsdbm/User12701,
Requête 854,http://db.uwaterloo.ca/~galuc/wsdbm/User1259,http://db.uwaterloo.ca/~galuc/wsdbm/User9580,http://db.uwaterloo.ca/~galuc/wsdbm/User12530,
Requête 855,NO RESULT
Requête 856,http://db.uwaterloo.ca/~galuc/wsdbm/User4204,
Requête 857,http://db.uwaterloo.ca/~galuc/wsdbm/User6035,http://db.uwaterloo.ca/~galuc/wsdbm/User1518,http://db.uwaterloo.ca/~galuc/wsdbm/User3469,http://db.uwaterloo.ca/~galuc/wsdbm/User7544,
Requête 858,http://db.uwaterloo.ca/~galuc/wsdbm/User12844,
Requête 859,http://db.uwaterloo.ca/~galuc/wsdbm/User5433,http://db.uwaterloo.ca/~galuc/wsdbm/User9909,http://db.uwaterloo.ca/~galuc/wsdbm/User15604,http://db.uwaterloo.ca/~galuc/wsdbm/User18751,
Requête 860,http://db.uwaterloo.ca/~galuc/wsdbm/User2234,http://db.uwaterloo.ca/~galuc/wsdbm/User3233,
Requête 861,http://db.uwaterloo.ca/~galuc/wsdbm/User5083,http://db.uwaterloo.ca/~galuc/wsdbm/User7308,http://db.uwaterloo.ca/~galuc/wsdbm/User9416,http://db.uwaterloo.ca/~galuc/wsdbm/User15023,http://db.uwaterloo.ca/~galuc/wsdbm/User15200,
Requête 862,http://db.uwaterloo.ca/~galuc/wsdbm/User11503,http://db.uwaterloo.ca/~galuc/wsdbm/User6244,http://db.uwaterloo.ca/~galuc/wsdbm/User12643,
Requête 863,http://db.uwaterloo.ca/~galuc/wsdbm/User692,http://db.uwaterloo.ca/~galuc/wsdbm/User2019,http://db.uwaterloo.ca/~galuc/wsdbm/User7260,http://db.uwaterloo.ca/~galuc/wsdbm/User9985,http://db.uwaterloo.ca/~galuc/wsdbm/User12346,http://db.uwaterloo.ca/~galuc/wsdbm/User13777,http://db.uwaterloo.ca/~galuc/wsdbm/User17372,http://db.uwaterloo.ca/~galuc/wsdbm/User18378,
Requête 864,http://db.uwaterloo.ca/~galuc/wsdbm/User10727,http://db.uwaterloo.ca/~galuc/wsdbm/User19064,http://db.uwaterloo.ca/~galuc/wsdbm/User8153,http://db.uwaterloo.ca/~galuc/wsdbm/User13973,http://db.uwaterloo.ca/~galuc/wsdbm/User14964,
Requête 865,http://db.uwaterloo.ca/~galuc/wsdbm/User18402,
Requête 866,http://db.uwaterloo.ca/~galuc/wsdbm/User5926,http://db.uwaterloo.ca/~galuc/wsdbm/User16481,
Requête 867,http://db.uwaterloo.ca/~galuc/wsdbm/User3180,
Requête 868,http://db.uwaterloo.ca/~galuc/wsdbm/User2112,http://db.uwaterloo.ca/~galuc/wsdbm/User7505,http://db.uwaterloo.ca/~galuc/wsdbm/User9250,http://db.uwaterloo.ca/~galuc/wsdbm/User720,http://db.uwaterloo.ca/~galuc/wsdbm/User6600,http://db.uwaterloo.ca/~galuc/wsdbm/User7937,http://db.uwaterloo.ca/~galuc/wsdbm/User14489,http://db.uwaterloo.ca/~galuc/wsdbm/User16219,
Requête 869,http://db.uwaterloo.ca/~galuc/wsdbm/User5000,http://db.uwaterloo.ca/~galuc/wsdbm/User12616,http://db.uwaterloo.ca/~galuc/wsdbm/User12704,http://db.uwaterloo.ca/~galuc/wsdbm/User13505,
Requête 870,http://db.uwaterloo.ca/~galuc/wsdbm/User2568,http://db.uwaterloo.ca/~galuc/wsdbm/User2928,http://db.uwaterloo.ca/~galuc/wsdbm/User2971,http://db.uwaterloo.ca/~galuc/wsdbm/User12456,
Requête 871,http://db.uwaterloo.ca/~galuc/wsdbm/User15288,http://db.uwaterloo.ca/~galuc/wsdbm/User18474,http://db.uwaterloo.ca/~galuc/wsdbm/User14976,http://db.uwaterloo.ca/~galuc/wsdbm/User15143,
Requête 872,http://db.uwaterloo.ca/~galuc/wsdbm/User9707,http://db.uwaterloo.ca/~galuc/wsdbm/User4439,http://db.uwaterloo.ca/~galuc/wsdbm/User12240,http://db.uwaterloo.ca/~galuc/wsdbm/User19949,
Requête 873,http://db.uwaterloo.ca/~galuc/wsdbm/User4871,http://db.uwaterloo.ca/~galuc/wsdbm/User11561,http://db.uwaterloo.ca/~galuc/wsdbm/User10333,http://db.uwaterloo.ca/~galuc/wsdbm/User19419,
Requête 874,http://db.uwaterloo.ca/~galuc/wsdbm/User893,
Requête 875,http://db.uwaterloo.ca/~galuc/wsdbm/User4549,http://db.uwaterloo.ca/~galuc/wsdbm/User10187,http://db.uwaterloo.ca/~galuc/wsdbm/User18035,
Requête 876,http://db.uwaterloo.ca/~galuc/wsdbm/User3662,http://db.uwaterloo.ca/~galuc/wsdbm/User9703,http://db.uwaterloo.ca/~galuc/wsdbm/User14448,http://db.uwaterloo.ca/~galuc/wsdbm/User18149,
Requête 877,NO RESULT
Requête 878,http://db.uwaterloo.ca/~galuc/wsdbm/User4420,http://db.uwaterloo.ca/~galuc/wsdbm/User10760,http://db.uwaterloo.ca/~galuc/wsdbm/User12000,
Requête 879,http://db.uwaterloo.ca/~galuc/wsdbm/User19069,http://db.uwaterloo.ca/~galuc/wsdbm/User3308,
Requête 880,http://db.uwaterloo.ca/~galuc/wsdbm/User355,http://db.uwaterloo.ca/~galuc/wsdbm/User763,http://db.uwaterloo.ca/~galuc/wsdbm/User5050,http://db.uwaterloo.ca/~galuc/wsdbm/User13178,
Requête 881,http://db.uwaterloo.ca/~galuc/wsdbm/User9492,http://db.uwaterloo.ca/~galuc/wsdbm/User11531,
Requête 882,http://db.uwaterloo.ca/~galuc/wsdbm/User1091,http://db.uwaterloo.ca/~galuc/wsdbm/User1122,http://db.uwaterloo.ca/~galuc/wsdbm/User6671,http://db.uwaterloo.ca/~galuc/wsdbm/User9294,
Requête 883,http://db.uwaterloo.ca/~galuc/wsdbm/User4099,http://db.uwaterloo.ca/~galuc/wsdbm/User6944,http://db.uwaterloo.ca/~galuc/wsdbm/User17127,http://db.uwaterloo.ca/~galuc/wsdbm/User17740,
Requête 884,http://db.uwaterloo.ca/~galuc/wsdbm/User1662,http://db.uwaterloo.ca/~galuc/wsdbm/User5162,http://db.uwaterloo.ca/~galuc/wsdbm/User7450,http://db.uwaterloo.ca/~galuc/wsdbm/User9628,http://db.uwaterloo.ca/~galuc/wsdbm/User12477,http://db.uwaterloo.ca/~galuc/wsdbm/User12957,http://db.uwaterloo.ca/~galuc/wsdbm/User14418,http://db.uwaterloo.ca/~galuc/wsdbm/User14935,http://db.uwaterloo.ca/~galuc/wsdbm/User19041,http://db.uwaterloo.ca/~galuc/wsdbm/User19710,http://db.uwaterloo.ca/~galuc/wsdbm/User17801,http://db.uwaterloo.ca/~galuc/wsdbm/User17999,
Requête 885,http://db.uwaterloo.ca/~galuc/wsdbm/User587,http://db.uwaterloo.ca/~galuc/wsdbm/User8110,http://db.uwaterloo.ca/~galuc/wsdbm/User5384,http://db.uwaterloo.ca/~galuc/wsdbm/User15158,http://db.uwaterloo.ca/~galuc/wsdbm/User16441,
Requête 886,http://db.uwaterloo.ca/~galuc/wsdbm/User173,http://db.uwaterloo.ca/~galuc/wsdbm/User3334,http://db.uwaterloo.ca/~galuc/wsdbm/User7693,http://db.uwaterloo.ca/~galuc/wsdbm/User17629,
